example_id,sentence,tokens,ner_tags,source,num_tokens,num_locations
3400,Weather in Gonda is pleasant today.,"['Weather', 'in', 'Gonda', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
3401,The Kollam cricket team won the match.,"['The', 'Kollam', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
3402,The Sehore branch is performing well.,"['The', 'Sehore', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
3403,Mayurbhanj district collector announced new policies.,"['Mayurbhanj', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
3404,Monsoon arrived early in Sheopur.,"['Monsoon', 'arrived', 'early', 'in', 'Sheopur.']","[0, 0, 0, 0, 0]",generated,5,0
3405,"Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .","['Pivotal', ',', 'a', 'Royal', 'Ascot', 'winner', 'in', 'June', ',', 'may', 'now', 'be', 'aimed', 'at', 'this', 'season', ""'s"", 'Abbaye', ',', 'Europe', ""'s"", 'top', 'sprint', 'race', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,25,0
3406,My family is from Nuapada.,"['My', 'family', 'is', 'from', 'Nuapada.']","[0, 0, 0, 0, 0]",generated,5,0
3407,The Baloda Bazar branch is performing well.,"['The', 'Baloda', 'Bazar', 'branch', 'is', 'performing', 'well.']","[0, 1, 2, 0, 0, 0, 0]",generated,7,1
3408,The festival in Mahabubabad was amazing.,"['The', 'festival', 'in', 'Mahabubabad', 'was', 'amazing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3409,Main Tawang ja raha hun.,"['Main', 'Tawang', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
3410,Trade between New Delhi and Chennai increased.,"['Trade', 'between', 'New', 'Delhi', 'and', 'Chennai', 'increased.']","[0, 0, 1, 2, 0, 0, 0]",generated,7,1
3411,I was born in Vadodara.,"['I', 'was', 'born', 'in', 'Vadodara.']","[0, 0, 0, 0, 0]",generated,5,0
3412,We traveled from Bastar to Delhi.,"['We', 'traveled', 'from', 'Bastar', 'to', 'Delhi.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3413,Golaghat is known for its beautiful landscapes.,"['Golaghat', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
3414,"Moradabad 's official Xinhua news agency says archaeologists have discovered the ruins of 29 villages that date back more than 4,500 years .","['Moradabad', ""'s"", 'official', 'Xinhua', 'news', 'agency', 'says', 'archaeologists', 'have', 'discovered', 'the', 'ruins', 'of', '29', 'villages', 'that', 'date', 'back', 'more', 'than', '4,500', 'years', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,23,1
3415,Main Barpeta ja raha hun.,"['Main', 'Barpeta', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
3416,Blackburn announced on Wednesday they and Dalglish had parted by mutual consent .,"['Blackburn', 'announced', 'on', 'Wednesday', 'they', 'and', 'Dalglish', 'had', 'parted', 'by', 'mutual', 'consent', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,13,0
3417,"He refused to provide specific estimates , but said large amounts that have been reported in the media were from smuggling and not from funds diverted from the program .","['He', 'refused', 'to', 'provide', 'specific', 'estimates', ',', 'but', 'said', 'large', 'amounts', 'that', 'have', 'been', 'reported', 'in', 'the', 'media', 'were', 'from', 'smuggling', 'and', 'not', 'from', 'funds', 'diverted', 'from', 'the', 'program', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,30,0
3418,The route between Delhi and Sikar is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Sikar', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
3419,"YORK , England 1996-08-22","['YORK', ',', 'England', '1996-08-22']","[0, 0, 0, 0]",original_conll,4,0
3420,I am going to Jhargram.,"['I', 'am', 'going', 'to', 'Jhargram.']","[0, 0, 0, 0, 0]",generated,5,0
3421,Educational institutions in Kupwara are top-rated.,"['Educational', 'institutions', 'in', 'Kupwara', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3422,GOV LAW ENGLISH HOME CTRY SWEDEN TAX PROVS STANDARD,"['GOV', 'LAW', 'ENGLISH', 'HOME', 'CTRY', 'SWEDEN', 'TAX', 'PROVS', 'STANDARD']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
3423,Investment opportunities in Kalimpong are growing.,"['Investment', 'opportunities', 'in', 'Kalimpong', 'are', 'growing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3424,Trade between Mahendragarh and Chennai increased.,"['Trade', 'between', 'Mahendragarh', 'and', 'Chennai', 'increased.']","[0, 0, 1, 0, 0, 0]",generated,6,1
3425,The festival in Una was amazing.,"['The', 'festival', 'in', 'Una', 'was', 'amazing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3426,Traveling from Raichur to Mumbai is easy.,"['Traveling', 'from', 'Raichur', 'to', 'Mumbai', 'is', 'easy.']","[0, 0, 1, 0, 0, 0, 0]",generated,7,1
3427,"He will be replaced by Eliahu Ben-Elissar , a former Israeli envoy to Egypt and right-wing Likud party politician .","['He', 'will', 'be', 'replaced', 'by', 'Eliahu', 'Ben-Elissar', ',', 'a', 'former', 'Israeli', 'envoy', 'to', 'Egypt', 'and', 'right-wing', 'Likud', 'party', 'politician', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,20,0
3428,Cultural events in Pilibhit attract tourists.,"['Cultural', 'events', 'in', 'Pilibhit', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3429,"AKRON , Ohio 1996-08-22","['AKRON', ',', 'Ohio', '1996-08-22']","[0, 0, 0, 0]",original_conll,4,0
3430,SOCCER - GLORIA BISTRITA BEAT 2-1 F.C. VALLETTA .,"['SOCCER', '-', 'GLORIA', 'BISTRITA', 'BEAT', '2-1', 'F.C.', 'VALLETTA', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
3431,We traveled from RAJASTHAN to Delhi.,"['We', 'traveled', 'from', 'RAJASTHAN', 'to', 'Delhi.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3432,Temperature in Lakhisarai reached 45 degrees.,"['Temperature', 'in', 'Lakhisarai', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
3433,The Saiha cricket team won the match.,"['The', 'Saiha', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
3434,The ANDHRA PRADESH municipal corporation announced new rules.,"['The', 'ANDHRA', 'PRADESH', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 2, 0, 0, 0, 0, 0]",generated,8,1
3435,Trade between Dhamtari and Chennai increased.,"['Trade', 'between', 'Dhamtari', 'and', 'Chennai', 'increased.']","[0, 0, 1, 0, 0, 0]",generated,6,1
3436,Connecting Udalguri with Bangalore by train.,"['Connecting', 'Udalguri', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
3437,Baramula ki yatra sundar thi.,"['Baramula', 'ki', 'yatra', 'sundar', 'thi.']","[1, 0, 0, 0, 0]",generated,5,1
3438,The Pratapgarh cricket team won the match.,"['The', 'Pratapgarh', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
3439,Connecting Jaisalmer with Bangalore by train.,"['Connecting', 'Jaisalmer', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
3440,Osmanabad mein bahut garmi hai.,"['Osmanabad', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
3441,The Madhepura cricket team won the match.,"['The', 'Madhepura', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
3442,"U.S. Senator John Warner of the southeastern state of Virginia , a prominent Republican figure in the debate over the war in Iraq , says he will retire after finishing his term in 2009 .","['U.S.', 'Senator', 'John', 'Warner', 'of', 'the', 'southeastern', 'state', 'of', 'Virginia', ',', 'a', 'prominent', 'Republican', 'figure', 'in', 'the', 'debate', 'over', 'the', 'war', 'in', 'Iraq', ',', 'says', 'he', 'will', 'retire', 'after', 'finishing', 'his', 'term', 'in', '2009', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,35,2
3443,Chamarajanagar district collector announced new policies.,"['Chamarajanagar', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
3444,The train from Deoghar arrived late.,"['The', 'train', 'from', 'Deoghar', 'arrived', 'late.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3445,Temperature in Bhilwara reached 45 degrees.,"['Temperature', 'in', 'Bhilwara', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
3446,"Israel 's Channel Two television said Damascus had sent a "" calming signal "" to Israel .","['Israel', ""'s"", 'Channel', 'Two', 'television', 'said', 'Damascus', 'had', 'sent', 'a', '""', 'calming', 'signal', '""', 'to', 'Israel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,17,0
3447,AL-ANWAR,['AL-ANWAR'],[0],original_conll,1,0
3448,Weather in Khandwa (East Nimar) is pleasant today.,"['Weather', 'in', 'Khandwa', '(East', 'Nimar)', 'is', 'pleasant', 'today.']","[0, 0, 1, 2, 2, 0, 0, 0]",generated,8,1
3449,The Palghar cricket team won the match.,"['The', 'Palghar', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
3450,Trade between Barpeta and Chennai increased.,"['Trade', 'between', 'Barpeta', 'and', 'Chennai', 'increased.']","[0, 0, 1, 0, 0, 0]",generated,6,1
3451,The earthquake affected Paschim Bardhaman region.,"['The', 'earthquake', 'affected', 'Paschim', 'Bardhaman', 'region.']","[0, 0, 0, 1, 2, 0]",generated,6,1
3452,Palestinian medical sources say the Israeli strike killed a teenager .,"['Palestinian', 'medical', 'sources', 'say', 'the', 'Israeli', 'strike', 'killed', 'a', 'teenager', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,11,0
3453,Weather in West Godavari is pleasant today.,"['Weather', 'in', 'West', 'Godavari', 'is', 'pleasant', 'today.']","[0, 0, 1, 2, 0, 0, 0]",generated,7,1
3454,Connecting Bidar with Bangalore by train.,"['Connecting', 'Bidar', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
3455,We traveled from Lakshadweep to Delhi.,"['We', 'traveled', 'from', 'Lakshadweep', 'to', 'Delhi.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3456,I was born in HARYANA.,"['I', 'was', 'born', 'in', 'HARYANA.']","[0, 0, 0, 0, 0]",generated,5,0
3457,U.S. Army officials said Wednesday that they will not renew a controversial multi-billion dollar contract with the Halliburton company to provide logistical support to U.S. troops in Iraq and elsewhere .,"['U.S.', 'Army', 'officials', 'said', 'Wednesday', 'that', 'they', 'will', 'not', 'renew', 'a', 'controversial', 'multi-billion', 'dollar', 'contract', 'with', 'the', 'Halliburton', 'company', 'to', 'provide', 'logistical', 'support', 'to', 'U.S.', 'troops', 'in', 'Iraq', 'and', 'elsewhere', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",original_hindi,31,1
3458,I was born in Darbhanga.,"['I', 'was', 'born', 'in', 'Darbhanga.']","[0, 0, 0, 0, 0]",generated,5,0
3459,The flight to Dhubri was delayed.,"['The', 'flight', 'to', 'Dhubri', 'was', 'delayed.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3460,Egyptian police have arrested at least 16 members of the opposition Muslim Brotherhood as parts of the country prepare for parliamentary runoff elections Saturday .,"['Egyptian', 'police', 'have', 'arrested', 'at', 'least', '16', 'members', 'of', 'the', 'opposition', 'Muslim', 'Brotherhood', 'as', 'parts', 'of', 'the', 'country', 'prepare', 'for', 'parliamentary', 'runoff', 'elections', 'Saturday', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,25,0
3461,Rabinovich is winding up his term as ambassador .,"['Rabinovich', 'is', 'winding', 'up', 'his', 'term', 'as', 'ambassador', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
3462,Scoreboard on the first day of the,"['Scoreboard', 'on', 'the', 'first', 'day', 'of', 'the']","[0, 0, 0, 0, 0, 0, 0]",original_conll,7,0
3463,Investment opportunities in Shahid Bhagat Singh Nagar are growing.,"['Investment', 'opportunities', 'in', 'Shahid', 'Bhagat', 'Singh', 'Nagar', 'are', 'growing.']","[0, 0, 0, 1, 2, 2, 2, 0, 0]",generated,9,1
3464,Traditional dance of Madhubani is popular.,"['Traditional', 'dance', 'of', 'Madhubani', 'is', 'popular.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3465,The Karbi Anglong municipal corporation announced new rules.,"['The', 'Karbi', 'Anglong', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 2, 0, 0, 0, 0, 0]",generated,8,1
3466,The earthquake affected Nicobars region.,"['The', 'earthquake', 'affected', 'Nicobars', 'region.']","[0, 0, 0, 1, 0]",generated,5,1
3467,Six Months Ended Quarter Ended,"['Six', 'Months', 'Ended', 'Quarter', 'Ended']","[0, 0, 0, 0, 0]",original_conll,5,0
3468,"Early calls on CME live and feeder cattle futures ranged from 0.200 cent higher to 0.100 lower , livestock analysts said .","['Early', 'calls', 'on', 'CME', 'live', 'and', 'feeder', 'cattle', 'futures', 'ranged', 'from', '0.200', 'cent', 'higher', 'to', '0.100', 'lower', ',', 'livestock', 'analysts', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,22,0
3469,Monsoon arrived early in Jhajjar.,"['Monsoon', 'arrived', 'early', 'in', 'Jhajjar.']","[0, 0, 0, 0, 0]",generated,5,0
3470,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .","['Finland', ""'s"", 'trade', 'surplus', 'rose', 'to', '3.83', 'billion', 'markka', 'in', 'April', 'from', '3.43', 'billion', 'in', 'March', ',', 'the', 'National', 'Customs', 'Board', '(', 'NCB', ')', 'said', 'in', 'a', 'statement', 'on', 'Thursday', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,31,0
3471,MOODY AA1 LISTING LUX PAY FREQ =,"['MOODY', 'AA1', 'LISTING', 'LUX', 'PAY', 'FREQ', '=']","[0, 0, 0, 0, 0, 0, 0]",original_conll,7,0
3472,"Humans are usually infected with bird flu by direct contact with infected poultry , but experts fear the H5N1 virus may mutate into a form easily transmitted between people .","['Humans', 'are', 'usually', 'infected', 'with', 'bird', 'flu', 'by', 'direct', 'contact', 'with', 'infected', 'poultry', ',', 'but', 'experts', 'fear', 'the', 'H5N1', 'virus', 'may', 'mutate', 'into', 'a', 'form', 'easily', 'transmitted', 'between', 'people', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,30,0
3473,Temperature in Kokrajhar reached 45 degrees.,"['Temperature', 'in', 'Kokrajhar', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
3474,Dhamtari district collector announced new policies.,"['Dhamtari', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
3475,Prosecutors say Rachid Ramda helped fund at least three bombings on the Purnia metro .,"['Prosecutors', 'say', 'Rachid', 'Ramda', 'helped', 'fund', 'at', 'least', 'three', 'bombings', 'on', 'the', 'Purnia', 'metro', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",enhanced,15,1
3476,The route between Delhi and Pratapgarh is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Pratapgarh', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
3477,The Pakistani official was giving a background briefing to a small group of reporters in Hoshiarpur .,"['The', 'Pakistani', 'official', 'was', 'giving', 'a', 'background', 'briefing', 'to', 'a', 'small', 'group', 'of', 'reporters', 'in', 'Hoshiarpur', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",enhanced,17,1
3478,"German first-time registrations of motor vehicles jumped 14.2 percent in July this year from the year-earlier period , the Federal office for motor vehicles said on Thursday .","['German', 'first-time', 'registrations', 'of', 'motor', 'vehicles', 'jumped', '14.2', 'percent', 'in', 'July', 'this', 'year', 'from', 'the', 'year-earlier', 'period', ',', 'the', 'Federal', 'office', 'for', 'motor', 'vehicles', 'said', 'on', 'Thursday', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,28,0
3479,Mujahideen Khalq said Iranian troops had also been shelling KDP positions in Qasri region in Suleimaniya province near the Iranian border over the last two days .,"['Mujahideen', 'Khalq', 'said', 'Iranian', 'troops', 'had', 'also', 'been', 'shelling', 'KDP', 'positions', 'in', 'Qasri', 'region', 'in', 'Suleimaniya', 'province', 'near', 'the', 'Iranian', 'border', 'over', 'the', 'last', 'two', 'days', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,27,0
3480,The Imphal West municipal corporation announced new rules.,"['The', 'Imphal', 'West', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 2, 0, 0, 0, 0, 0]",generated,8,1
3481,The office in Sabar Kantha is hiring.,"['The', 'office', 'in', 'Sabar', 'Kantha', 'is', 'hiring.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
3482,"After the meeting , Colombian Defense Minister Juan Manuel Santos said he hoped Venezuela would follow through with promises made during the meeting .","['After', 'the', 'meeting', ',', 'Colombian', 'Defense', 'Minister', 'Juan', 'Manuel', 'Santos', 'said', 'he', 'hoped', 'Venezuela', 'would', 'follow', 'through', 'with', 'promises', 'made', 'during', 'the', 'meeting', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,24,0
3483,My family is from Jamnagar.,"['My', 'family', 'is', 'from', 'Jamnagar.']","[0, 0, 0, 0, 0]",generated,5,0
3484,The conference is in Rewari.,"['The', 'conference', 'is', 'in', 'Rewari.']","[0, 0, 0, 0, 0]",generated,5,0
3485,Government officials from Kannur attended the meeting.,"['Government', 'officials', 'from', 'Kannur', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
3486,Uttar Dinajpur mein bahut garmi hai.,"['Uttar', 'Dinajpur', 'mein', 'bahut', 'garmi', 'hai.']","[1, 2, 0, 0, 0, 0]",generated,6,1
3487,Baramula mein bahut garmi hai.,"['Baramula', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
3488,My family is from Dharmapuri.,"['My', 'family', 'is', 'from', 'Dharmapuri.']","[0, 0, 0, 0, 0]",generated,5,0
3489,"In the France 3 interview , Mr. Bakri says the backgrounds of the four suicide bombers in the Maldah attacks prove the message of al-Qaida chief Osama bin Laden has reached moderate communities .","['In', 'the', 'France', '3', 'interview', ',', 'Mr.', 'Bakri', 'says', 'the', 'backgrounds', 'of', 'the', 'four', 'suicide', 'bombers', 'in', 'the', 'Maldah', 'attacks', 'prove', 'the', 'message', 'of', 'al-Qaida', 'chief', 'Osama', 'bin', 'Laden', 'has', 'reached', 'moderate', 'communities', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,34,1
3490,Trade between Dhenkanal and Chennai increased.,"['Trade', 'between', 'Dhenkanal', 'and', 'Chennai', 'increased.']","[0, 0, 1, 0, 0, 0]",generated,6,1
3491,The company expanded to Katni.,"['The', 'company', 'expanded', 'to', 'Katni.']","[0, 0, 0, 0, 0]",generated,5,0
3492,"Health officials in Vietnam say a deadly strain of the bird flu virus has killed a second Vietnamese man this week , raising the country 's death toll from the virus to 50 .","['Health', 'officials', 'in', 'Vietnam', 'say', 'a', 'deadly', 'strain', 'of', 'the', 'bird', 'flu', 'virus', 'has', 'killed', 'a', 'second', 'Vietnamese', 'man', 'this', 'week', ',', 'raising', 'the', 'country', ""'s"", 'death', 'toll', 'from', 'the', 'virus', 'to', '50', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,34,1
3493,""" The voices coming out of Damascus are bad , not good .","['""', 'The', 'voices', 'coming', 'out', 'of', 'Damascus', 'are', 'bad', ',', 'not', 'good', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,13,0
3494,Connecting Mamit with Bangalore by train.,"['Connecting', 'Mamit', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
3495,New hospital opened in Surendranagar.,"['New', 'hospital', 'opened', 'in', 'Surendranagar.']","[0, 0, 0, 0, 0]",generated,5,0
3496,"The Islamic State of NAGALAND says the man it claims is its leader , Abu Omar al-Baghdadi , is fine .","['The', 'Islamic', 'State', 'of', 'NAGALAND', 'says', 'the', 'man', 'it', 'claims', 'is', 'its', 'leader', ',', 'Abu', 'Omar', 'al-Baghdadi', ',', 'is', 'fine', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,21,1
3497,It gave no source for the report .,"['It', 'gave', 'no', 'source', 'for', 'the', 'report', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",original_conll,8,0
3498,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman","['(', 'Germany', ')', ',', 'Alexander', 'Cejka', '(', 'Germany', ')', ',', 'Hal', 'Sutton', ',', 'Tom', 'Lehman']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,15,0
3499,The flight to Dhamtari was delayed.,"['The', 'flight', 'to', 'Dhamtari', 'was', 'delayed.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3500,The route between Delhi and Khowai is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Khowai', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
3501,Connecting Surajpur with Bangalore by train.,"['Connecting', 'Surajpur', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
3502,Cultural events in LAKSHADWEEP attract tourists.,"['Cultural', 'events', 'in', 'LAKSHADWEEP', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3503,We traveled from Kannauj to Delhi.,"['We', 'traveled', 'from', 'Kannauj', 'to', 'Delhi.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3504,The river flows through Prakasam.,"['The', 'river', 'flows', 'through', 'Prakasam.']","[0, 0, 0, 0, 0]",generated,5,0
3505,The earthquake affected North Goa region.,"['The', 'earthquake', 'affected', 'North', 'Goa', 'region.']","[0, 0, 0, 1, 2, 0]",generated,6,1
3506,I was born in Thiruvarur.,"['I', 'was', 'born', 'in', 'Thiruvarur.']","[0, 0, 0, 0, 0]",generated,5,0
3507,Monsoon arrived early in Guntur.,"['Monsoon', 'arrived', 'early', 'in', 'Guntur.']","[0, 0, 0, 0, 0]",generated,5,0
3508,I live in Sangareddy.,"['I', 'live', 'in', 'Sangareddy.']","[0, 0, 0, 0]",generated,4,0
3509,I live in Almora.,"['I', 'live', 'in', 'Almora.']","[0, 0, 0, 0]",generated,4,0
3510,We visited Karauli last month.,"['We', 'visited', 'Karauli', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
3511,"He said a proposal last month by EU Farm Commissioner Franz Fischler to ban sheep brains , spleens and spinal cords from the human and animal food chains was a highly specific and precautionary move to protect human health .","['He', 'said', 'a', 'proposal', 'last', 'month', 'by', 'EU', 'Farm', 'Commissioner', 'Franz', 'Fischler', 'to', 'ban', 'sheep', 'brains', ',', 'spleens', 'and', 'spinal', 'cords', 'from', 'the', 'human', 'and', 'animal', 'food', 'chains', 'was', 'a', 'highly', 'specific', 'and', 'precautionary', 'move', 'to', 'protect', 'human', 'health', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,40,0
3512,I live in Thane.,"['I', 'live', 'in', 'Thane.']","[0, 0, 0, 0]",generated,4,0
3513,Investment opportunities in Pulwama are growing.,"['Investment', 'opportunities', 'in', 'Pulwama', 'are', 'growing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
3514,Agriculture in Darbhanga is thriving.,"['Agriculture', 'in', 'Darbhanga', 'is', 'thriving.']","[0, 0, 1, 0, 0]",generated,5,1
3515,Aligarh ki yatra sundar thi.,"['Aligarh', 'ki', 'yatra', 'sundar', 'thi.']","[1, 0, 0, 0, 0]",generated,5,1
3516,"But Fischler agreed to review his proposal after the EU 's standing veterinary committee , mational animal health officials , questioned if such action was justified as there was only a slight risk to human health .","['But', 'Fischler', 'agreed', 'to', 'review', 'his', 'proposal', 'after', 'the', 'EU', ""'s"", 'standing', 'veterinary', 'committee', ',', 'mational', 'animal', 'health', 'officials', ',', 'questioned', 'if', 'such', 'action', 'was', 'justified', 'as', 'there', 'was', 'only', 'a', 'slight', 'risk', 'to', 'human', 'health', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,37,0
